key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,34,35,36
25,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
26,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
27,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
28,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
128,s1t1,ffxiv/sea_s1/twn/s1t1/level/s1t1,1,라노시아,림사 로민사,림사 로민사 상층 갑판,s1t1/01,LoadingImage#2,0,0,0,FALSE,14,TRUE,0,TRUE,FALSE,FALSE,FALSE,1020,,,ArrayEventHandler#852085,QuestBattle#0,림사 로민사 하층 갑판,-1,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
129,s1t2,ffxiv/sea_s1/twn/s1t2/level/s1t2,1,라노시아,림사 로민사,림사 로민사 하층 갑판,s1t2/01,LoadingImage#2,0,0,0,FALSE,15,TRUE,0,TRUE,FALSE,FALSE,FALSE,1020,,,ArrayEventHandler#852088,QuestBattle#0,림사 로민사 하층 갑판,-1,0,1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
130,w1t1,ffxiv/wil_w1/twn/w1t1/level/w1t1,1,다날란,울다하,울다하 날 회랑,w1t1/01,LoadingImage#4,0,0,0,FALSE,7,TRUE,0,TRUE,FALSE,FALSE,FALSE,1035,,,ArrayEventHandler#852086,QuestBattle#0,울다하 날 회랑,-1,0,2,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
131,w1t2,ffxiv/wil_w1/twn/w1t2/level/w1t2,1,다날란,울다하,울다하 달 회랑,w1t2/01,LoadingImage#4,0,0,0,FALSE,8,TRUE,0,TRUE,FALSE,FALSE,FALSE,1035,,,ArrayEventHandler#853381,QuestBattle#0,울다하 날 회랑,-1,0,3,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
132,f1t1,ffxiv/fst_f1/twn/f1t1/level/f1t1,1,검은장막 숲,그리다니아,그리다니아 신시가지,f1t1/00,LoadingImage#3,0,0,0,FALSE,1,TRUE,0,TRUE,FALSE,FALSE,FALSE,1003,,,ArrayEventHandler#852087,QuestBattle#0,그리다니아 신시가지,-1,2,4,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
133,f1t2,ffxiv/fst_f1/twn/f1t2/level/f1t2,1,검은장막 숲,그리다니아,그리다니아 구시가지,f1t2/00,LoadingImage#3,0,0,0,FALSE,2,TRUE,0,TRUE,FALSE,FALSE,FALSE,1003,,,ArrayEventHandler#852103,QuestBattle#0,그리다니아 신시가지,-1,0,5,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
134,s1f1,ffxiv/sea_s1/fld/s1f1/level/s1f1,1,라노시아,라노시아,중부 라노시아,s1f1/00,LoadingImage#2,0,1,0,FALSE,16,FALSE,0,TRUE,TRUE,TRUE,FALSE,1021,,,ArrayEventHandler#852316,QuestBattle#0,여름여울 농장,-1,0,6,FALSE,0,0,0,1,FALSE,FALSE,0,FALSE,FALSE
135,s1f2,ffxiv/sea_s1/fld/s1f2/level/s1f2,1,라노시아,라노시아,저지 라노시아,s1f2/00,LoadingImage#2,0,1,0,FALSE,17,FALSE,0,TRUE,TRUE,TRUE,FALSE,1021,,,ArrayEventHandler#853721,QuestBattle#0,모라비 조선소,-1,0,7,FALSE,0,0,0,2,FALSE,FALSE,0,FALSE,FALSE
136,s1h1_test,ffxiv/sea_s1/hou/s1h1/level/s1h1,1,라노시아,라노시아,안갯빛 마을,s1h1/01,LoadingImage#2,0,0,0,FALSE,14,FALSE,0,FALSE,FALSE,FALSE,FALSE,1083,,,,QuestBattle#0,림사 로민사 하층 갑판,-1,0,8,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
137,s1f3,ffxiv/sea_s1/fld/s1f3/level/s1f3,1,라노시아,라노시아,동부 라노시아,s1f3/01,LoadingImage#2,0,1,0,FALSE,18,FALSE,0,TRUE,TRUE,TRUE,FALSE,1021,,,ArrayEventHandler#853427,QuestBattle#0,코스타 델 솔,-1,0,9,FALSE,0,0,0,3,FALSE,FALSE,0,FALSE,FALSE
138,s1f4,ffxiv/sea_s1/fld/s1f4/level/s1f4,1,라노시아,라노시아,서부 라노시아,s1f4/00,LoadingImage#2,0,1,0,FALSE,19,FALSE,0,TRUE,TRUE,TRUE,FALSE,1021,,,ArrayEventHandler#852317,QuestBattle#0,칼새횃대 개척지,-1,0,10,FALSE,0,0,0,4,FALSE,FALSE,0,FALSE,FALSE
139,s1f5,ffxiv/sea_s1/fld/s1f5/level/s1f5,1,라노시아,라노시아,고지 라노시아,s1f5/00,LoadingImage#2,0,1,0,FALSE,20,FALSE,0,TRUE,TRUE,TRUE,FALSE,1021,,,,QuestBattle#0,청동호수 야영지,-1,0,11,FALSE,0,0,0,5,FALSE,FALSE,0,FALSE,FALSE
140,w1f1,ffxiv/wil_w1/fld/w1f1/level/w1f1,1,다날란,다날란,서부 다날란,w1f1/00,LoadingImage#4,0,1,0,FALSE,9,FALSE,0,TRUE,TRUE,TRUE,FALSE,1036,,,ArrayEventHandler#852089,QuestBattle#0,지평선 관문,-1,0,12,FALSE,0,0,0,11,FALSE,FALSE,0,FALSE,FALSE
141,w1f2,ffxiv/wil_w1/fld/w1f2/level/w1f2,1,다날란,다날란,중부 다날란,w1f2/00,LoadingImage#4,0,1,0,FALSE,10,FALSE,0,TRUE,TRUE,TRUE,FALSE,1036,,,ArrayEventHandler#852111,QuestBattle#0,검은솔 정류소,-1,0,13,FALSE,0,0,0,12,FALSE,FALSE,0,FALSE,FALSE
142,w1d7_battle,ffxiv/wil_w1/dun/w1d7/level/w1d7,1,다날란,다날란,할라탈리 수련장,default/00,LoadingImage#4,2,10,81,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,68,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
143,r1fd,ffxiv/roc_r1/fld/r1fd/level/r1fd,1,커르다스,커르다스,구름길,r1fd/00,LoadingImage#5,2,24,83,FALSE,28,FALSE,2,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,88,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
144,w1eb,ffxiv/wil_w1/evt/w1eb/level/w1eb,1,다날란,다날란,골드 소서,w1eb/00,LoadingImage#4,0,23,0,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1143,,,,QuestBattle#0,골드 소서,-1,77,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
145,w1f3,ffxiv/wil_w1/fld/w1f3/level/w1f3,1,다날란,다날란,동부 다날란,w1f3/00,LoadingImage#4,0,1,0,FALSE,11,FALSE,0,TRUE,TRUE,TRUE,FALSE,1036,,,ArrayEventHandler#853019,QuestBattle#0,마른뼈 야영지,-1,0,14,FALSE,0,0,0,13,FALSE,FALSE,0,FALSE,FALSE
146,w1f4,ffxiv/wil_w1/fld/w1f4/level/w1f4,1,다날란,다날란,남부 다날란,w1f4/01,LoadingImage#4,0,1,0,FALSE,12,FALSE,0,TRUE,TRUE,TRUE,FALSE,1036,,,ArrayEventHandler#852388,QuestBattle#0,리틀 알라미고,-1,0,15,FALSE,0,0,0,14,FALSE,FALSE,0,FALSE,FALSE
147,w1f5,ffxiv/wil_w1/fld/w1f5/level/w1f5,1,다날란,다날란,북부 다날란,w1f5/00,LoadingImage#4,0,1,0,FALSE,13,FALSE,0,TRUE,TRUE,TRUE,FALSE,1036,,,ArrayEventHandler#852014,QuestBattle#0,푸른안개 야영지,-1,0,16,FALSE,0,0,0,15,FALSE,FALSE,0,FALSE,FALSE
148,f1f1,ffxiv/fst_f1/fld/f1f1/level/f1f1,1,검은장막 숲,검은장막 숲,검은장막 숲 중부삼림,f1f1/00,LoadingImage#3,0,1,0,FALSE,3,FALSE,0,TRUE,TRUE,TRUE,FALSE,1004,,,ArrayEventHandler#852246,QuestBattle#0,굽은가지 목장,-1,0,17,FALSE,0,0,0,7,FALSE,FALSE,0,FALSE,FALSE
149,z1z3,ffxiv/sea_s1/pvp/s1p5/level/s1p5,4,라노시아,라노시아,늑대우리 훈련장,s1p5/00,LoadingImage#2,2,28,128,FALSE,65,FALSE,0,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,138,-1,TRUE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
150,l1d1,ffxiv/lak_l1/dun/l1d1/level/l1d1,1,모르도나,모르도나,묵약의 탑,l1d1/01,LoadingImage#6,2,3,32,FALSE,74,FALSE,0,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,87,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
151,l1r3,ffxiv/lak_l1/rad/l1r3/level/l1r3,1,모르도나,모르도나,어둠의 세계,l1r3/00,LoadingImage#6,2,8,111,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,0,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
152,f1f2,ffxiv/fst_f1/fld/f1f2/level/f1f2,1,검은장막 숲,검은장막 숲,검은장막 숲 동부삼림,f1f2/00,LoadingImage#3,0,1,0,FALSE,4,FALSE,0,TRUE,TRUE,TRUE,FALSE,1004,,,ArrayEventHandler#852446,QuestBattle#0,호손 일가의 산장,-1,0,18,FALSE,0,0,11,8,FALSE,FALSE,0,FALSE,FALSE
153,f1f3,ffxiv/fst_f1/fld/f1f3/level/f1f3,1,검은장막 숲,검은장막 숲,검은장막 숲 남부삼림,f1f3/00,LoadingImage#3,0,1,0,FALSE,5,FALSE,0,TRUE,TRUE,TRUE,FALSE,1004,,,ArrayEventHandler#852244,QuestBattle#0,채석공방,-1,0,19,FALSE,0,0,0,9,FALSE,FALSE,0,FALSE,FALSE
154,f1f4,ffxiv/fst_f1/fld/f1f4/level/f1f4,1,검은장막 숲,검은장막 숲,검은장막 숲 북부삼림,f1f4/00,LoadingImage#3,0,1,0,FALSE,6,FALSE,0,TRUE,TRUE,TRUE,FALSE,1004,,,ArrayEventHandler#853469,QuestBattle#0,가을박 마을,-1,0,20,FALSE,0,0,0,10,FALSE,FALSE,0,FALSE,FALSE
155,r1f1,ffxiv/roc_r1/fld/r1f1/level/r1f1,1,커르다스,커르다스,커르다스 중앙고지,r1f1/00,LoadingImage#5,0,1,0,FALSE,21,FALSE,1,TRUE,TRUE,TRUE,FALSE,1072,,,ArrayEventHandler#852247,QuestBattle#0,용머리 전진기지,-1,0,21,FALSE,0,0,10,17,FALSE,FALSE,0,FALSE,FALSE
156,l1f1,ffxiv/lak_l1/fld/l1f1/level/l1f1,1,모르도나,모르도나,모르도나,l1f1/01,LoadingImage#6,0,1,0,FALSE,22,FALSE,0,TRUE,TRUE,TRUE,FALSE,1073,,,ArrayEventHandler#852412,QuestBattle#0,망자의 종소리,-1,0,22,FALSE,0,0,0,16,FALSE,FALSE,0,FALSE,FALSE
157,s1d1,ffxiv/sea_s1/dun/s1d1/level/s1d1,1,라노시아,라노시아,사스타샤 침식 동굴,s1d1/00,LoadingImage#2,2,3,4,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1032,,,,QuestBattle#0,,-1,24,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
158,s1d2,ffxiv/sea_s1/dun/s1d2/level/s1d2,1,라노시아,라노시아,브레이플록스의 야영지,s1d2/00,LoadingImage#2,2,3,8,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1033,,,,QuestBattle#0,,-1,25,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
159,s1d3,ffxiv/sea_s1/dun/s1d3/level/s1d3,1,라노시아,라노시아,방랑자의 궁전,s1d3/00,LoadingImage#2,2,3,10,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1034,,,,QuestBattle#0,,-1,26,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
160,s1d4,ffxiv/sea_s1/dun/s1d4/level/s1d4,1,라노시아,라노시아,시리우스 대등대,s1d4/01,LoadingImage#2,2,3,17,FALSE,28,FALSE,0,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,19,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
161,w1d1,ffxiv/wil_w1/dun/w1d1/level/w1d1,1,다날란,다날란,구리종 광산,w1d1/01,LoadingImage#4,2,3,3,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1047,,,,QuestBattle#0,,-1,29,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
162,w1d2,ffxiv/wil_w1/dun/w1d2/level/w1d2,1,다날란,다날란,할라탈리 수련장,w1d2/00,LoadingImage#4,2,3,7,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1048,,,,QuestBattle#0,,-1,30,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
163,w1d3,ffxiv/wil_w1/dun/w1d3/level/w1d3,1,다날란,다날란,카른의 무너진 사원,w1d3/01,LoadingImage#4,2,3,9,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1049,,,,QuestBattle#0,,-1,13,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
164,f1d1,ffxiv/fst_f1/dun/f1d1/level/f1d1,1,검은장막 숲,검은장막 숲,탐타라 묘소,f1d1/00,LoadingImage#3,2,3,2,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1015,,,,QuestBattle#0,,-1,28,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
166,f1d2,ffxiv/fst_f1/dun/f1d2/level/f1d2,1,검은장막 숲,검은장막 숲,하우케타 별궁,f1d2/01,LoadingImage#3,2,3,6,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1017,,,,QuestBattle#0,,-1,32,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
167,f1d3,ffxiv/fst_f1/dun/f1d3/level/f1d3,1,검은장막 숲,검은장막 숲,옛 암다포르 성,f1d3/01,LoadingImage#3,2,3,14,FALSE,28,FALSE,0,TRUE,FALSE,FALSE,FALSE,1018,,,,QuestBattle#0,,-1,7,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
168,r1d1,ffxiv/roc_r1/dun/r1d1/level/r1d1,1,커르다스,커르다스,돌방패 경계초소,r1d1/00,LoadingImage#5,2,3,11,FALSE,27,FALSE,2,TRUE,FALSE,FALSE,FALSE,1069,,,,QuestBattle#0,,-1,12,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
169,f1r1,ffxiv/fst_f1/rad/f1r1/level/f1r1,1,검은장막 숲,검은장막 숲,토토라크 감옥,f1r1/00,LoadingImage#3,2,3,1,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1016,,,,QuestBattle#0,,-1,31,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
170,w1r1,ffxiv/wil_w1/rad/w1r1/level/w1r1,1,다날란,다날란,나무꾼의 비명,w1r1/01,LoadingImage#4,2,3,12,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1050,,,,QuestBattle#0,,-1,8,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
171,r1r1,ffxiv/roc_r1/rad/r1r1/level/r1r1,1,커르다스,커르다스,제멜 요새,r1r1/01,LoadingImage#5,2,3,13,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1070,,,,QuestBattle#0,,-1,9,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
172,r1r2,ffxiv/roc_r1/rad/r1r2/level/r1r2,1,커르다스,커르다스,금빛 골짜기,r1r2/00,LoadingImage#5,2,3,5,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1071,,,,QuestBattle#0,,-1,33,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
174,l1r1,ffxiv/lak_l1/rad/l1r1/level/l1r1,1,모르도나,모르도나,고대인의 미궁,l1r1/01,LoadingImage#6,2,8,92,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,21,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
175,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
176,z1j1,ffxiv/zon_z1/jai/z1j1/level/z1j1,1,,,모르디온 감옥,default/00,LoadingImage#1,0,5,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,늑대우리 부두,-1,0,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
177,s1ti,ffxiv/sea_s1/twn/s1ti/level/s1ti,1,라노시아,림사 로민사,여관 '뒷돛대',s1ti/00,LoadingImage#2,0,2,0,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,5,,,ArrayEventHandler#852012,QuestBattle#0,림사 로민사 하층 갑판,-1,0,23,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
178,w1ti,ffxiv/wil_w1/twn/w1ti/level/w1ti,1,다날란,울다하,여관 '모래시계',w1ti/00,LoadingImage#4,0,2,0,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,5,,,ArrayEventHandler#852013,QuestBattle#0,울다하 날 회랑,-1,0,24,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
179,f1ti,ffxiv/fst_f1/twn/f1ti/level/f1ti,1,검은장막 숲,그리다니아,여관 '둥지나무',f1ti/00,LoadingImage#3,0,2,0,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,5,,,ArrayEventHandler#852098,QuestBattle#0,그리다니아 신시가지,-1,0,25,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
180,s1f6,ffxiv/sea_s1/fld/s1f6/level/s1f6,1,라노시아,라노시아,외지 라노시아,s1f6/00,LoadingImage#2,0,1,0,FALSE,24,FALSE,0,TRUE,TRUE,TRUE,FALSE,1021,,,ArrayEventHandler#852387,QuestBattle#0,감시대 야영지,-1,0,26,FALSE,0,0,0,6,FALSE,FALSE,0,FALSE,FALSE
181,s1t1_opening,ffxiv/sea_s1/twn/s1t1/level/s1t1,1,라노시아,림사 로민사,림사 로민사,s1t1/01,LoadingImage#2,0,6,0,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1020,,,ArrayEventHandler#852076,QuestBattle#0,림사 로민사 하층 갑판,1300,0,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
182,w1t1_opening,ffxiv/wil_w1/twn/w1t1/level/w1t1,1,다날란,울다하,울다하 날 회랑,w1t1/01,LoadingImage#4,0,6,0,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1035,,,ArrayEventHandler#852077,QuestBattle#0,울다하 날 회랑,1300,0,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
183,f1t1_opening,ffxiv/fst_f1/twn/f1t1/level/f1t1,1,검은장막 숲,그리다니아,그리다니아 신시가지,f1t1/00,LoadingImage#3,0,6,0,FALSE,0,FALSE,0,TRUE,FALSE,FALSE,FALSE,1003,,,ArrayEventHandler#852073,QuestBattle#0,그리다니아 신시가지,1300,0,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
184,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
185,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
186,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
187,,,0,,,,,LoadingImage#0,0,0,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,,,,QuestBattle#0,,0,0,0,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
188,s1d8,ffxiv/sea_s1/dun/s1d8/level/s1d8,1,라노시아,라노시아,방랑자의 궁전,s1d8/00,LoadingImage#2,2,3,30,FALSE,40,FALSE,0,TRUE,FALSE,FALSE,FALSE,1001,,,,QuestBattle#0,,-1,81,-1,FALSE,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE
